zip_code,value,prediction
14735,-999.0,0
14062,-999.0,0
12937,-999.0,0
12937,-999.0,0
13602,-999.0,0
13602,-999.0,0
13339,488.001,0
13339,599.811,0
13340,-999.0,0
13775,0.0,0
14063,1775.737,0
14065,10.753,0
